Siglas	Votos	Diputados	Candidatura
censo	3905255	31	
participacion	2993424		
abstencion	911831		
nulos	8710		
blancos	20365		
PSC-PSOE	1203339	13	PARTIT DELS SOCIALISTES DE CATALUNYA
CIU	818832	9	CONVERGENCIA I UNIO
PP	548323	6	PARTIDO POPULAR
IC-EV	260881	2	INICIATIVA PER CATALUNYA-ELS VERDS
ERC	114195	1	ESQUERRA REPUBLICANA DE CATALUNYA
EVE-AEC	6241	0	ELS VERDS EUROPEUS-ALTER. ECOLOGISTA DE CATALUNYA
PEC	3980	0	PARTIT ECOLOGISTA DE CATALUNYA
UC	2221	0	UNION CENTRISTA
PRT	1936	0	PARTIT REVOLUCIONARI DELS TREBALLADORS
FEA	1296	0	FALANGE ESPAÑOLA AUTENTICA
PH	1060	0	PARTIDO HUMANISTA
PICC	895	0	PLATAFORMA INDEPENDENT CIUTADANA DE CATALUNYA
CR	655	0	COALICIO REPUBLICANA
N	495	0	ESTADO NACIONAL EUROPEO
POR	0	0	PARTIT OBRER REVOLUCIONARI
