Siglas	Votos	Diputados	Candidatura
censo	3331611	33	
participacion	2716289		
abstencion	615322		
nulos	33875		
blancos	10818		
PSC-PSOE	1292672	18	PARTIT DELS SOCIALISTES DE CATALUNYA
CIU	560555	8	CONVERGENCIA I UNIO
AP-PDP	385967	5	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
PSUC	131314	1	PARTIT SOCIALISTA UNIFICAT DE CATALUNYA
ERC	99852	1	ESQUERRA REPUBLICANA DE CATALUNYA
CDS	49772	0	CENTRO DEMOCRATICO Y SOCIAL
PCC	41371	0	PARTIT DELS COMUNISTES DE CATALUNYA
CC-UCD	40222	0	CENTRISTES DE CATALUNYA
NE	24382	0	NACIONALISTES D'ESQUERRA
PST	15462	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
FN	8724	0	ASOCIACION POLITICA FUERZA NUEVA
PSA-PA	6687	0	PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
CE-FCC	3937	0	COALICION ELECTORAL FRONT COMUNISTA DE CATALUNYA
PCOC	2699	0	PARTIT COMUNISTA OBRER DE CATALUNYA
SE	2391	0	SOLIDARIDAD ESPAÑOLA
PCE (M-L)	2011	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CC	1889	0	CONSERVADORS DE CATALUNYA
UCE	1689	0	UNIFICACION COMUNISTA DE ESPAÑA
LC (COSI)	0	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
FE-JONS	0	0	FALANGE ESPAÑOLA DE LAS JONS
PS	0	0	PARTIDO SOCIALISTA
