Siglas	Votos	Diputados	Candidatura
censo	3576404	33	
participacion	2459692		
abstencion	1116712		
nulos	19897		
blancos	9905		
PSC-PSOE	1054135	16	PARTIT DELS SOCIALISTES DE CATALUNYA
CIU	728372	11	CONVERGENCIA I UNIO
AP-PDP-PL	261166	4	COALICION POPULAR
CDS	106434	1	CENTRO DEMOCRATICO Y SOCIAL
PSUC-ENE	101654	1	UNIO DE L'ESQUERRA CATALANA
ERC	62390	0	ESQUERRA REPUBLICANA DE CATALUNYA
PCC	44757	0	PARTIT DELS COMUNISTES DE CATALUNYA
MUC	15390	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
AV	14788	0	LISTA ALTERNATIVA VERDE
PEC-VERDE	11746	0	PARTIDO ECOLOGISTA DE CATALUÑA-VERDE
PST	7964	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	4411	0	UNIFICACION COMUNISTA DE ESPAÑA
PSDC	3137	0	PARTIT SOCIALDEMOCRATA DE CATALUNYA
FE-JONS	2999	0	FALANGE ESPAÑOLA DE LAS JONS
UPR	2658	0	UNIDAD POPULAR REPUBLICANA
POSI	2386	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
LOC	1952	0	LIGA OBRERA COMUNISTA
PORE	1626	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PED	1169	0	PARTIDO ESPAÑOL DEMOCRATA
PPC	756	0	PARTIDO PROVERISTA
