Siglas	Votos	Diputados	Candidatura
censo	3752461	32	
participacion	2842551		
abstencion	909910		
nulos	10291		
blancos	18229		
PSC-PSOE	1030053	12	PARTIT DELS SOCIALISTES DE CATALUNYA
CIU	851105	10	CONVERGENCIA I UNIO
PP	480204	6	PARTIDO POPULAR
IC	240019	3	INICIATIVA PER CATALUNYA
ERC	122530	1	ESQUERRA REPUBLICANA DE CATALUNYA
EV-CEC	30188	0	ELS VERDS-CONFEDERACIO ECOLOGISTA DE CATALUNYA
CDS	22446	0	CENTRO DEMOCRATICO Y SOCIAL
LE	9495	0	LOS ECOLOGISTAS
PEC-VERDE	8179	0	PARTIT ECOLOGISTA DE CATALUNYA
PST	6813	0	PARTIT SOCIALISTA DELS TREBALLADORS
ADE	4958	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
POR	2557	0	PARTIDO OBRERO REVOLUCIONARIO
PH	1181	0	PARTIDO HUMANISTA
FE-JONS	1132	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PLN	1118	0	PARTIDO DE LA LEY NATURAL
FE (A)	747	0	FALANGE ESPAÑOLA AUTENTICA
NPS	712	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
UDLA	594	0	UNION DE AUTONOMIAS
UCE	0	0	UNIFICACION COMUNISTA DE ESPAÑA
