Siglas	Votos	Diputados	Candidatura
censo	4033017	31	
participacion	2572428		
abstencion	1460589		
nulos	10920		
blancos	36486		
PSC-PSOE	909601	12	PARTIT DELS SOCIALISTES DE CATALUNYA
CIU	673558	9	CONVERGENCIA I UNIO
PP	602777	8	PARTIDO POPULAR
ERC	131114	1	ESQUERRA REPUBLICANA DE CATALUNYA
IC-V	103778	1	INICIATIVA PER CATALUNYA-VERDS
EUIA	64111	0	ESQUERRA UNIDA I ALTERNATIVA
EV-GV	14922	0	ELS VERDS-GRUP VERD
EV-AV	7685	0	ELS VERDS-ALTERNATIVA VERDA
POSI	3501	0	PARTIT OBRER SOCIALISTA INTERNACIONALISTA
GIL	2547	0	GRUPO INDEPENDIENTE LIBERAL
EC	1538	0	ESTAT CATALA
UC-CDS	1450	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	1333	0	PARTIT HUMANISTA
IR-PRE	1275	0	IZQUIERDA REPUBLICANA-PARTIT REPUBLICA D'ESQUERRA
PLN	1048	0	PARTIT DE LA LLEI NATURAL
PNCA	861	0	PARTIDO NACIONALISTA CALO
FEI-FE 2000	826	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
FE	826	0	LA FALANGE
N	710	0	ESTADO NACIONAL EUROPEO
ES2000	613	0	PLATAFORMA ESPAÑA 2000
LI (LIT-CI)	518	0	LLUITA INTERNACIONALISTA
PADE	430	0	PARTIDO DEMOCRATA ESPAÑOL
