Siglas	Votos	Diputados	Candidatura
censo	4007330	31	
participacion	3052310		
abstencion	955020		
nulos	8475		
blancos	27979		
PSC-PSOE	1268028	14	PARTIT DELS SOCIALISTES DE CATALUNYA
CiU	586854	6	CONVERGENCIA I UNIO
PP	485504	5	PARTIT POPULAR DE CATANLUNYA
ERC	428986	4	ESQUERRA REPUBLICANA DE CATALUNYA
ICV-EUiA	198116	2	INIC. PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERN.
EV-AE	26739	0	ELS VERDS-L'ALTERNATIVA ECOLOGISTA
POSI	2691	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
CENB	2686	0	CIUDADANOS EN BLANCO
CDS	2113	0	CENTRO DEMOCRATICO Y SOCIAL
IR-PRE	1889	0	IZQUIERDA REPUBLICANA-PARTIT REPUBLICA D'ESQUERRA
Ei	1812	0	ESCONS INSUBMISOS-ALT. DELS DEMOCRATES DESCONTENTS
PFiV	1586	0	PARTIT FAMILIA I VIDA
PCPC	1534	0	PARTIT COMUNISTA DEL POBLE DE CATALUNYA
FE de las JONS	1359	0	FALANGE ESPAÑOLA DE LAS JONS
PH	1141	0	PARTIDO HUMANISTA
DN	1029	0	DEMOCRACIA NACIONAL
FE	999	0	LA FALANGE
PADE	591	0	PARTIDO DEMOCRATA ESPAÑOL
PNCA	566	0	PARTIDO NACIONALISTA CALO
MSR	522	0	MOVIMENT SOCIAL REPUBLICA
N	410	0	ESTADO NACIONAL EUROPEO
FDE	377	0	FRENTE DEMOCRATICO ESPAÑOL
L.I. (LIT-CI)	324	0	LLUITA INTERNACIONALISTA
