Siglas	Votos	Diputados	Candidatura
censo	4037489	85	
participacion	2376050		
abstencion	1661439		
nulos	5175		
blancos	21926		
PSC-CpC    	948202	36	PSC-Ciutadans pel Canvi                           
CiU        	833168	31	Convergència i Unió                               
PP         	234957	8	Partit Popular                                    
ERC        	183270	7	Esquerra Republicana de Catalunya                 
IC-V       	78441	3	Iniciativa per Catalunya-Verds                    
EUiA       	38836	0	Esquerra Unida i Alternativa                      
EV-CEC     	17684	0	Els Verds-Confederació Ecologista de Catalunya    
EV-AV      	5000	0	Els Verds-Alternativa Verda                       
POSI       	2784	0	Partit Obrer Socialista Internacionalista         
FE-JONS    	1281	0	Falange Española de las J.O.N.S.                  
UC-CDS     	1161	0	Unión Centrista-Centro Democrático y Social       
E.CAT      	1137	0	Estat Català                                      
PH         	974	0	Partit Humanista de Catalunya                     
PLN        	738	0	Partit de la Llei Natural                         
PE         	546	0	Partit Espinaltià                                 
UFD        	447	0	Unión Federal Democrática                         
LI (LIT-CI)	323	0	Lluita Internacionalista                          
