Siglas	Votos	Diputados	Candidatura
censo	3466533	33	
participacion	2337309		
abstencion	1129224		
nulos	42753		
blancos	9714		
PSC-PSOE	694847	12	PARTIT DELS SOCIALISTES DE CATALUNYA
PSUC-PCE	436908	7	PARTIT SOCIALIST UNIFICAT DE CATALUNYA
CC-UCD	387543	6	CENTRISTES DE CATALUNYA
CIU	362427	6	COALICION CONVERGENCIA Y UNIO
ERFN	88770	1	ESQUERRA REPUBLICANA DE CATALUNYA - FRONT NACIONAL
CD	84195	1	COALICION DEMOCRATICA
BEAN	41430	0	BLOC D'ESQUERRAD'ALLIBERAMENT NACIONAL
PTC-PTE	36001	0	PARTIT DEL TREBALL DE CATALUNYA
PSOE-H	29868	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
UN	20743	0	PARTIDO UNION NACIONAL
IR	15019	0	IZQUIERDA REPUBLICANA
ORT	11122	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	10714	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
PCT	10022	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
OCE-BR	8120	0	ORGANIZACION COMUNISTA DE ESPAÑA BANDERA ROJA
UCE	6515	0	UNIFICACION COMUNISTA DE ESPAÑA
PSIN	5932	0	PARTIDO SINDICALISTA
LCR	5775	0	LIGA COMUNISTA REVOLUCIONARIA
E CATALA	5767	0	ESTAT CATALA
DSCC	4976	0	DEMOCRACIAL SOCIAL CRISTIANA DE CATALUÑA
FJONSA	3908	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PLC	3267	0	PARTIDO LIBERAL DE CATALUÑA
PCARL	2554	0	PARTIDO CARLISTA
EE	2550	0	EUSKADIKO EZKERRA
PIPPA	2409	0	PARTIDO INDEPENDIENTE PRO POLITICA AUSTERA
ULE	1838	0	UNION PARA LA LIBERTAD DE EXPRESION
PPROV	1622	0	PARTIDO PROVERISTA
LC	0	0	LIGA COMUNISTA
FE-UF	0	0	FALANGE ESPAÑOLA - UNIDAD FALANGISTA
