Siglas	Votos	Diputados	Candidatura
censo	3516800	85	
participacion	2060241		
abstencion	1456559		
nulos	9465		
blancos	12208		
CiU        	894120	39	Convergència i Unió                               
PSC-PSOE   	643535	28	Partit dels Socialistes de Catalunya-PSOE         
IC         	180872	8	Iniciativa per Catalunya                          
A.P.       	107217	4	Alianza Popular                                   
C.D.S.     	78927	3	Centre Democràtic i Social                        
ERC        	76099	3	Esquerra Republicana de Catalunya                 
A.V-M.E.C. 	11589	0	Alternativa Verda-Moviment Ecologista Catalunya   
E.V.E.     	6526	0	Els Verds Ecologistes                             
E.V.       	6096	0	Els Verds                                         
P.E.C.VERDE	5017	0	Partit Ecologista de Catalunya VERDE              
P.A.C.     	4947	0	Partido Andaluz de Cataluña                       
P.S.T.     	4031	0	Partido Socialista de los Trabajadores            
P.S.D.C.   	3731	0	Partit Socialdemòcrata de Catalunya               
JJ.EE.     	3729	0	Juntas Españolas                                  
U.C.E.     	2684	0	Unificació Comunista d'Espanya                    
FE-JONS    	2009	0	Falange Española de las J.O.N.S.                  
P.O.R.E.   	1938	0	Partit Obrer Revolucionari d'Espanya              
PH         	1679	0	Partit Humanista de Catalunya                     
LOC        	1661	0	Liga Obrera Comunista                             
U.P.R.     	788	0	Unitat Popular Republicana                        
A.R.       	783	0	Aliança per la República                          
PED        	590	0	Unidad Centrista                                  
