Siglas	Votos	Diputados	Candidatura
censo	4010834	85	
participacion	2490587		
abstencion	1520247		
nulos	5416		
blancos	22546		
PSC-CpC    	824270	29	PSC-Ciutadans pel Canvi                           
CiU        	715140	25	Convergència i Unió                               
ERC        	376669	13	Esquerra Republicana de Catalunya                 
PP         	311928	11	Partit Popular                                    
ICV-EA     	199553	7	Iniciativa per Catalunya-Esquerra Alternativa     
EV-AE      	18470	0	Els Verds-l'Alternativa Ecologista                
PxC        	3060	0	Plataforma per Catalunya                          
POSI       	2773	0	Partit Obrer Socialista Internacionalista         
Ei         	1905	0	Escons Insubmisos                                 
PCPC       	1891	0	Partit Comunista del Poble de Catalunya           
UADEP      	1211	0	Una Altra Democràcia és Possible                  
PH         	1188	0	Partit Humanista de Catalunya                     
E.CAT      	1162	0	Estat Català                                      
C.D.S.     	1073	0	Centre Democràtic i Social                        
P.N.CA.    	636	0	Partido Nacionalista Caló                         
EBS        	603	0	Españoles Bajo el Separatismo                     
MSR        	602	0	Movimiento Social Republicano                     
LI (LIT-CI)	491	0	Lluita Internacionalista                          
