Siglas	Votos	Diputados	Candidatura
censo	3722928	85	
participacion	1986721		
abstencion	1736207		
nulos	6716		
blancos	22711		
CiU        	882758	41	Convergència i Unió                               
PSC-PSOE   	572036	27	Partit dels Socialistes de Catalunya-PSOE         
IC         	146937	6	Iniciativa per Catalunya                          
ERC        	142381	6	Esquerra Republicana de Catalunya                 
PP         	117409	5	Partit Popular                                    
C.D.S.     	19505	0	Centre Democràtic i Social                        
PCC        	19065	0	Partit dels Comunistes de Catalunya               
EV-UVE     	12750	0	Els Verds-Unió Verda                              
L.E.       	9879	0	Los Ecologistas                                   
P.E.C.VERDE	7786	0	Partit Ecologista de Catalunya VERDE              
RUIZ-MATEOS	7639	0	A.E. José María Ruiz Mateos                       
P.S.T.     	7397	0	Partido Socialista de los Trabajadores            
AV-Mov.d'EN	4138	0	Alternativa Verda-Moviment d'Esquerra Nacionalista
CLL        	3374	0	Catalunya Lliure                                  
P.O.R.E.   	1679	0	Partit Obrer Revolucionari d'Espanya              
PH         	1310	0	Partit Humanista                                  
SI         	1251	0	Socialistes Independents                          
