Siglas	Votos	Diputados	Candidatura
censo	3991904	85	
participacion	2232872		
abstencion	1759032		
nulos	8753		
blancos	45558		
CiU        	664723	27	Convergència i Unió                               
PSC-CpC    	620601	25	PSC-Ciutadans pel Canvi                           
ERC        	280566	11	Esquerra Republicana de Catalunya                 
PP         	248165	10	Partit Popular                                    
ICV-EUiA   	230968	9	Iniciativa per Catalunya Verds - EUIA             
C's        	78525	3	Ciutadans-Partido de la Ciudadanía                
EV-EVC     	17900	0	Els Verds - Ecologistes i Verds de Catalunya      
PACMA      	11085	0	Partido Antitaurino contra el maltrato animal     
Ei-ADD     	5662	0	Escons Insubmisos-Alt. dels Demòcrates Descontents
POSI       	4039	0	Partit Obrer Socialista Internacionalista         
RC         	4003	0	Partit Republicà Català                           
PCPC       	3527	0	Partit Comunista del Poble de Catalunya           
PH         	2135	0	Partit Humanista de Catalunya                     
AES-DN     	2131	0	Plataforma Adelante Cataluña (Alt.Española-DN)    
PFiV       	2048	0	Partit Família i Vida                             
PAZUL      	1039	0	Carmel/Partido Azul                               
MSR        	776	0	Movimiento Social Republicano                     
DECIDEIXCAT	668	0	Catalunya Decideix                                
